endTime,artistName,trackName,msPlayed,user_id,spotify_id,album,popularity,duration_ms,track_number,album_artwork,external_urls,artists_involved,release_date
2023-12-10 00:40:00,Erykah Badu,On & On,226133,samfa,0tNuJpBgtE65diL6Q8Q7fI,Baduizm,67.0,226133.0,2.0,https://i.scdn.co/image/ab67616d0000b273b5e18a80757ba2f787213d21,https://open.spotify.com/track/0tNuJpBgtE65diL6Q8Q7fI,Erykah Badu,1997-01-01
2023-12-10 00:43:00,The Temptations,My Girl,165000,samfa,745H5CctFr12Mo7cqa1BMH,The Temptations Sing Smokey,79.0,165000.0,3.0,https://i.scdn.co/image/ab67616d0000b2731a5b6271ae1c8497df20916e,https://open.spotify.com/track/745H5CctFr12Mo7cqa1BMH,The Temptations,1965-03-22
2023-12-10 00:46:00,Prince,Kiss,226240,samfa,62LJFaYihsdVrrkgUOJC05,Parade - Music from the Motion Picture Under the Cherry Moon,72.0,226240.0,10.0,https://i.scdn.co/image/ab67616d0000b27323cc0f0a925845a3de4aca38,https://open.spotify.com/track/62LJFaYihsdVrrkgUOJC05,Prince,1986-03-31
2023-12-10 00:49:00,Amy Winehouse,He Can Only Hold Her,166400,samfa,3eVo0wD4kGwF3gshtecZso,Back To Black (Deluxe Edition),65.0,166400.0,10.0,https://i.scdn.co/image/ab67616d0000b27376ffb5b5ab045d22c81235c1,https://open.spotify.com/track/3eVo0wD4kGwF3gshtecZso,Amy Winehouse,2006
2023-12-10 00:51:00,Bill Withers,Grandma's Hands,121080,samfa,1qfDfZAvrkSAFrAR2FTQDv,Just As I Am,63.0,121080.0,3.0,https://i.scdn.co/image/ab67616d0000b273e1e350d06ffebd2e19e047ce,https://open.spotify.com/track/1qfDfZAvrkSAFrAR2FTQDv,Bill Withers,1971-05-01
2023-12-10 00:54:00,Dusty Springfield,Spooky (Single Version),164933,samfa,4RYwE31p4KflK1h7J7m1Yt,Love Songs,61.0,164933.0,6.0,https://i.scdn.co/image/ab67616d0000b2735746d44a39a97aaa12309af1,https://open.spotify.com/track/4RYwE31p4KflK1h7J7m1Yt,Dusty Springfield,2020-01-31
2023-12-10 00:59:00,Erykah Badu,Appletree,265373,samfa,2jAn0rAOyLW6hIEuIDNcoT,Baduizm,60.0,265373.0,3.0,https://i.scdn.co/image/ab67616d0000b273b5e18a80757ba2f787213d21,https://open.spotify.com/track/2jAn0rAOyLW6hIEuIDNcoT,Erykah Badu,1997-01-01
2023-12-10 01:03:00,Peter Bjorn and John,Young Folks,276693,samfa,4dyx5SzxPPaD8xQIid5Wjj,Writer's Block,75.0,276693.0,3.0,https://i.scdn.co/image/ab67616d0000b2739cf4ac84b224a02f34d2e4f6,https://open.spotify.com/track/4dyx5SzxPPaD8xQIid5Wjj,Peter Bjorn and John,2006-01-01
2023-12-10 01:06:00,Carole King,I Feel the Earth Move,178560,samfa,1BWsOxeMx83OrKGCV4gxly,Tapestry,62.0,178560.0,1.0,https://i.scdn.co/image/ab67616d0000b27323350feac07f56d8b96f33d5,https://open.spotify.com/track/1BWsOxeMx83OrKGCV4gxly,Carole King,1971
2023-12-10 01:10:00,Amy Winehouse,Cupid - Deluxe Edition Version,228853,samfa,5kG1ARHk8dli0bKiMN2oE6,Back To Black (Deluxe Edition),53.0,228853.0,2.0,https://i.scdn.co/image/ab67616d0000b27376ffb5b5ab045d22c81235c1,https://open.spotify.com/track/5kG1ARHk8dli0bKiMN2oE6,Amy Winehouse,2006
2023-12-10 01:13:00,Al Green,Tired of Being Alone,172320,samfa,10vkYRKw6Jjr7try1ir50G,Gets Next to You,67.0,172320.0,4.0,https://i.scdn.co/image/ab67616d0000b273fec6bb271749b854c35e5f5c,https://open.spotify.com/track/10vkYRKw6Jjr7try1ir50G,Al Green,1971-08-14
2023-12-10 01:15:00,The Beatles,In My Life - Remastered 2009,146333,samfa,3KfbEIOC7YIv90FIfNSZpo,Rubber Soul (Remastered),76.0,146333.0,11.0,https://i.scdn.co/image/ab67616d0000b273ed801e58a9ababdea6ac7ce4,https://open.spotify.com/track/3KfbEIOC7YIv90FIfNSZpo,The Beatles,1965-12-03
2023-12-10 01:18:00,Otis Redding,Hard to Handle,141000,samfa,7FXuCkl1kfxwS5icDjTwbM,Dock of the Bay Sessions,63.0,141000.0,3.0,https://i.scdn.co/image/ab67616d0000b273dec4d47f98dc7f1cccbcf6f7,https://open.spotify.com/track/7FXuCkl1kfxwS5icDjTwbM,Otis Redding,2018-05-18
2023-12-10 01:22:00,Bob Marley & The Wailers,Redemption Song,233560,samfa,26PwuMotZqcczKLHi4Htz3,Uprising,68.0,233560.0,10.0,https://i.scdn.co/image/ab67616d0000b2731c40418d1c37d727e8e91b04,https://open.spotify.com/track/26PwuMotZqcczKLHi4Htz3,Bob Marley & The Wailers,1980-06-10
2023-12-10 01:25:00,Michael Kiwanuka,Cold Little Heart - Radio Edit,210299,samfa,7KX65PC1UZuImsUInThbav,Cold Little Heart (Radio Edit),73.0,210299.0,1.0,https://i.scdn.co/image/ab67616d0000b273d38e121683bc208a4530fb22,https://open.spotify.com/track/7KX65PC1UZuImsUInThbav,Michael Kiwanuka,2017-02-24
2023-12-10 01:28:00,Amy Winehouse,Our Day Will Come,169373,samfa,4NDpn6yfD5aqafYWFEaJDz,Lioness: Hidden Treasures,64.0,169373.0,1.0,https://i.scdn.co/image/ab67616d0000b2734c896e873306c17847c254e9,https://open.spotify.com/track/4NDpn6yfD5aqafYWFEaJDz,Amy Winehouse,2011-01-01
2023-12-10 01:31:00,Bobby Hebb,Sunny,165066,samfa,4vju55Ag7apDL2CfotuE7Q,Sunny,67.0,165066.0,1.0,https://i.scdn.co/image/ab67616d0000b273104dd939c10a2ef4fde1f1df,https://open.spotify.com/track/4vju55Ag7apDL2CfotuE7Q,Bobby Hebb,1966-01-01
2023-12-10 01:35:00,Black Pumas,Colors,235653,samfa,6d4FWjx72iuRWzn1HwywLK,Black Pumas,65.0,246586.0,2.0,https://i.scdn.co/image/ab67616d0000b273b78008fa0713ff7e5445566b,https://open.spotify.com/track/6d4FWjx72iuRWzn1HwywLK,Black Pumas,2019-06-21
2023-12-10 15:29:00,Tame Impala,Desire Be Desire Go,250533,samfa,4LD5p1sSp97yp86E2zDZwK,InnerSpeaker,48.0,266306.0,2.0,https://i.scdn.co/image/ab67616d0000b273176e82d09ac75d62810f0056,https://open.spotify.com/track/4LD5p1sSp97yp86E2zDZwK,Tame Impala,2010-05-21
2023-12-10 15:34:00,Tame Impala,Skeleton Tiger,264800,samfa,36Mingw25yMZTkA6hPWr8Q,Tame Impala,34.0,265013.0,2.0,https://i.scdn.co/image/ab67616d0000b273c0d5d750a768f05739c9cf50,https://open.spotify.com/track/36Mingw25yMZTkA6hPWr8Q,Tame Impala,2008-01-01
2023-12-10 15:38:00,Tame Impala,Half Full Glass Of Wine,266920,samfa,4t6vrJg7GcUELCAxHX1z5W,Tame Impala,51.0,266626.0,3.0,https://i.scdn.co/image/ab67616d0000b273c0d5d750a768f05739c9cf50,https://open.spotify.com/track/4t6vrJg7GcUELCAxHX1z5W,Tame Impala,2008-01-01
2023-12-10 15:42:00,Tame Impala,41 Mosquitoes Flying In Formation,258213,samfa,6hgoksQIyGjj08GXlnpkOi,Tame Impala,33.0,258413.0,4.0,https://i.scdn.co/image/ab67616d0000b273c0d5d750a768f05739c9cf50,https://open.spotify.com/track/6hgoksQIyGjj08GXlnpkOi,Tame Impala,2008-01-01
2023-12-10 15:46:00,Tame Impala,Slide Through My Fingers,200160,samfa,4FVWfJa3MtyBDdQ9gPFWl2,Tame Impala,33.0,200186.0,5.0,https://i.scdn.co/image/ab67616d0000b273c0d5d750a768f05739c9cf50,https://open.spotify.com/track/4FVWfJa3MtyBDdQ9gPFWl2,Tame Impala,2008-01-01
2023-12-10 15:48:00,Tame Impala,Disciples,108546,samfa,2gNfxysfBRfl9Lvi9T3v6R,Currents,67.0,108546.0,9.0,https://i.scdn.co/image/ab67616d0000b2739e1cfc756886ac782e363d79,https://open.spotify.com/track/2gNfxysfBRfl9Lvi9T3v6R,Tame Impala,2015-07-17
2023-12-10 15:50:00,STRFKR,Fortune's Fool,125493,samfa,2wiW8pbb9JvHzI6MXUnCtD,Miracle Mile,27.0,125493.0,7.0,https://i.scdn.co/image/ab67616d0000b2739bd8208f0a750a00d2bf8c8b,https://open.spotify.com/track/2wiW8pbb9JvHzI6MXUnCtD,STRFKR,2013-02-19
2023-12-10 15:51:00,Crumb,Retreat!,90840,samfa,57rW757V8DwWVHaDgdAzw7,Ice Melt,45.0,90840.0,6.0,https://i.scdn.co/image/ab67616d0000b273deac4655e6e52b549c6bf3cb,https://open.spotify.com/track/57rW757V8DwWVHaDgdAzw7,Crumb,2021-04-30
2023-12-10 15:53:00,Babe Rainbow,Ash May & Dr. Love Wisdom,134700,samfa,6YuKI8AIuTPjTFHxj11XwX,The Babe Rainbow EP,29.0,134700.0,4.0,https://i.scdn.co/image/ab67616d0000b273ebcfefa24ec6e60d45a87386,https://open.spotify.com/track/6YuKI8AIuTPjTFHxj11XwX,Babe Rainbow,2015-07-10
2023-12-10 15:58:00,Froth,Oaxaca,263235,samfa,3ODW4pJPZwfqx6VdIlFZVg,Patterns,36.0,263235.0,6.0,https://i.scdn.co/image/ab67616d0000b273c343b40011a067559327afb4,https://open.spotify.com/track/3ODW4pJPZwfqx6VdIlFZVg,Froth,2014-01-02
2023-12-10 16:01:00,The Smoking Trees,"Honestly, I Wish That I Knew",160026,samfa,5DANyGzhC6P2BJLtZhu4ta,The Adventure Continues...,10.0,160026.0,2.0,https://i.scdn.co/image/ab67616d0000b273ce3fa52d83cf1fcb45cb5497,https://open.spotify.com/track/5DANyGzhC6P2BJLtZhu4ta,The Smoking Trees,2018-10-19
2023-12-10 16:01:00,Tame Impala,She Just Won't Believe Me,57173,samfa,4Klyx5dYqZV9YefSecDwDv,Lonerism,44.0,57173.0,10.0,https://i.scdn.co/image/ab67616d0000b273370c12f82872c9cfaee80193,https://open.spotify.com/track/4Klyx5dYqZV9YefSecDwDv,Tame Impala,2012-01-01
2023-12-10 16:05:00,STRFKR,Deep Dream,220417,samfa,1nakTMTcXuCU9dPtVEnW7k,Future Past Life,42.0,220417.0,3.0,https://i.scdn.co/image/ab67616d0000b27304b860cd508a2e4cce424b6c,https://open.spotify.com/track/1nakTMTcXuCU9dPtVEnW7k,STRFKR,2020-04-10
2023-12-10 16:08:00,levitation room,Reasons Why,161480,samfa,7sIaZDL1FBsC9XabO0auGl,Minds of Our Own,49.0,161480.0,3.0,https://i.scdn.co/image/ab67616d0000b2731f6456948cb8cfa112001112,https://open.spotify.com/track/7sIaZDL1FBsC9XabO0auGl,levitation room,2015-02-07
2023-12-10 16:10:00,Crumb,Faces,129293,samfa,6RRz2sbIkOmM9W7NIpcwTx,Jinx,45.0,129293.0,9.0,https://i.scdn.co/image/ab67616d0000b2736d9fb491fa8815157aa54a84,https://open.spotify.com/track/6RRz2sbIkOmM9W7NIpcwTx,Crumb,2019-06-14
2023-12-10 16:13:00,Mild High Club,Tesselation,152824,samfa,3BIzHNxAQbRTY4LCp1oMR1,Skiptracing,53.0,152824.0,4.0,https://i.scdn.co/image/ab67616d0000b27396bc7d5bd0b6488de76598ab,https://open.spotify.com/track/3BIzHNxAQbRTY4LCp1oMR1,Mild High Club,2016-08-26
2023-12-10 16:16:00,Mystic Braves,Docweiler,193946,samfa,3y0gmbjGY4WdgZN8qhu5LZ,Mystic Braves,18.0,193946.0,6.0,https://i.scdn.co/image/ab67616d0000b27307ae4113a76d2ebb060b75bd,https://open.spotify.com/track/3y0gmbjGY4WdgZN8qhu5LZ,Mystic Braves,2012-10-02
2023-12-10 16:18:00,Tame Impala,Why Won't You Make Up Your Mind?,124581,samfa,4SgcE7RxpK3ydWrjoAQH1K,InnerSpeaker,53.0,199093.0,5.0,https://i.scdn.co/image/ab67616d0000b273176e82d09ac75d62810f0056,https://open.spotify.com/track/4SgcE7RxpK3ydWrjoAQH1K,Tame Impala,2010-05-21
2023-12-10 23:05:00,Paul Simon,Hobo's Blues,80773,samfa,5ibzGJgUhqJId3IMgzhufM,Paul Simon,28.0,80773.0,9.0,https://i.scdn.co/image/ab67616d0000b27337a40ab12a4fb96319a9d96f,https://open.spotify.com/track/5ibzGJgUhqJId3IMgzhufM,Paul Simon,1972-01-14
2023-12-10 23:07:00,The Beatles,Norwegian Wood (This Bird Has Flown) - Remastered 2009,124693,samfa,1H7gMYGykdtwZOV6s1N0by,Rubber Soul (Remastered),68.0,124693.0,2.0,https://i.scdn.co/image/ab67616d0000b273ed801e58a9ababdea6ac7ce4,https://open.spotify.com/track/1H7gMYGykdtwZOV6s1N0by,The Beatles,1965-12-03
2023-12-10 23:12:00,Bruce Springsteen,Thunder Road,288720,samfa,56lhDZNQ5J47aog6mGKeGk,Born To Run,62.0,288720.0,1.0,https://i.scdn.co/image/ab67616d0000b273503143a281a3f30268dcd9f9,https://open.spotify.com/track/56lhDZNQ5J47aog6mGKeGk,Bruce Springsteen,1975-08-25
2023-12-10 23:15:00,Van Morrison,Brown Eyed Girl,183306,samfa,3yrSvpt2l1xhsV9Em88Pul,Blowin' Your Mind!,80.0,183306.0,1.0,https://i.scdn.co/image/ab67616d0000b2733f29a976eea00141514ab936,https://open.spotify.com/track/3yrSvpt2l1xhsV9Em88Pul,Van Morrison,1967-09
2023-12-10 23:18:00,Carole King,I Feel the Earth Move,178560,samfa,1BWsOxeMx83OrKGCV4gxly,Tapestry,62.0,178560.0,1.0,https://i.scdn.co/image/ab67616d0000b27323350feac07f56d8b96f33d5,https://open.spotify.com/track/1BWsOxeMx83OrKGCV4gxly,Carole King,1971
2023-12-10 23:19:00,Andrew Bird,/=/,65640,samfa,6XS98Vri8sJPVtcaZTXvqd,The Mysterious Production of Eggs,25.0,65640.0,1.0,https://i.scdn.co/image/ab67616d0000b2736699433059365ffd3c7b62a2,https://open.spotify.com/track/6XS98Vri8sJPVtcaZTXvqd,Andrew Bird,2005-02-08
2023-12-10 23:22:00,Jim Croce,Tomorrow’s Gonna Be a Brighter Day,173853,samfa,61w30lLkE4PoaQvQpQmh0r,You Don't Mess Around With Jim,53.0,173853.0,2.0,https://i.scdn.co/image/ab67616d0000b2736c955079f53ae636e7bef0ee,https://open.spotify.com/track/61w30lLkE4PoaQvQpQmh0r,Jim Croce,1972-04-01
2023-12-10 23:25:00,The Who,Blue Red And Grey,167626,samfa,7EngpMPwriHk8e2WNfzU4l,The Who By Numbers (Expanded Edition),36.0,167626.0,8.0,https://i.scdn.co/image/ab67616d0000b273cc9dafab65a051efcf19a9ef,https://open.spotify.com/track/7EngpMPwriHk8e2WNfzU4l,The Who,1975-10-03
2023-12-10 23:27:00,The Beatles,In My Life - Remastered 2009,146333,samfa,3KfbEIOC7YIv90FIfNSZpo,Rubber Soul (Remastered),76.0,146333.0,11.0,https://i.scdn.co/image/ab67616d0000b273ed801e58a9ababdea6ac7ce4,https://open.spotify.com/track/3KfbEIOC7YIv90FIfNSZpo,The Beatles,1965-12-03
2023-12-10 23:31:00,Steely Dan,Fire In The Hole,209767,samfa,1CZR9j4cF4r2uuCpiMdsX5,Can't Buy A Thrill,50.0,209767.0,7.0,https://i.scdn.co/image/ab67616d0000b2730ddd7e736f870994f4707947,https://open.spotify.com/track/1CZR9j4cF4r2uuCpiMdsX5,Steely Dan,1972-11-01
2023-12-10 23:32:00,Simon & Garfunkel,April Come She Will,109386,samfa,0djZ2ndRfAL69WYNra5jRC,Sounds Of Silence,62.0,109386.0,9.0,https://i.scdn.co/image/ab67616d0000b27344a8aa7ac5c2e2defbfd702b,https://open.spotify.com/track/0djZ2ndRfAL69WYNra5jRC,Simon & Garfunkel,1966-01-17
2023-12-10 23:36:00,Stealers Wheel,Stuck In The Middle With You,208946,samfa,3Vby4nGmtbDo7HDJamOWkT,Stealers Wheel,76.0,208946.0,2.0,https://i.scdn.co/image/ab67616d0000b273a5ce236c22035a02cf87d4de,https://open.spotify.com/track/3Vby4nGmtbDo7HDJamOWkT,Stealers Wheel,1972-01-01
